"Feature combination of this file:";"Greek-w-1"
"Beginning of first training text (1John) is:";"<U+03BF>  -  <U+03B7><U+03BD>  -  <U+03B1><U+03C0>  -  <U+03B1><U+03C1><U+03C7><U+03B7><U+03C2>  -  <U+03BF>  -  <U+03B1><U+03BA><U+03B7><U+03BA><U+03BF><U+03B1><U+03BC><U+03B5><U+03BD>  -  <U+03BF>  -  <U+03B5><U+03C9><U+03C1><U+03B1><U+03BA><U+03B1><U+03BC><U+03B5><U+03BD>  -  <U+03C4><U+03BF><U+03B9><U+03C2>  -  <U+03BF><U+03C6><U+03B8><U+03B1><U+03BB><U+03BC><U+03BF><U+03B9><U+03C2>"
"Beginning of first test text (1Timothy) is:";"<U+03C0><U+03B1><U+03C5><U+03BB><U+03BF><U+03C2>  -  <U+03B1><U+03C0><U+03BF><U+03C3><U+03C4><U+03BF><U+03BB><U+03BF><U+03C2>  -  <U+03C7><U+03C1><U+03B9><U+03C3><U+03C4><U+03BF><U+03C5>  -  <U+03B9><U+03B7><U+03C3><U+03BF><U+03C5>  -  <U+03B4><U+03B9><U+03B1>  -  <U+03B8><U+03B5><U+03BB><U+03B7><U+03BC><U+03B1><U+03C4><U+03BF><U+03C2>  -  <U+03B8><U+03B5><U+03BF><U+03C5>  -  <U+03C4><U+03BF><U+03B9><U+03C2>  -  <U+03B1><U+03B3><U+03B9><U+03BF><U+03B9><U+03C2>  -  <U+03C4><U+03BF><U+03B9><U+03C2>"
"dist";"feat";"imp";"p1.1";"p2.1";"p1.2";"p2.2";"p1.3";"p2.3";"p1.4";"p2.4";"p1.5";"p2.5";"p1.6";"p2.6";"p1_avg";"p2_avg"
"entropy";0.9;0.1;0.2;0.7;0.3;0.65;0.25;0.7;0.25;0.7;0.25;0.7;0.3;0.65;0.258333333333333;0.683333333333333
"canberra";0.9;0.1;0.2;0.7;0.25;0.7;0.25;0.7;0.25;0.7;0.25;0.7;0.25;0.7;0.241666666666667;0.7
"cosine";0.1;0.25;0.2;0.7;0.2;0.7;0.25;0.65;0.15;0.7;0.25;0.65;0.2;0.65;0.208333333333333;0.675
"entropy";0.1;0.25;0.2;0.7;0.2;0.7;0.2;0.7;0.2;0.7;0.25;0.7;0.2;0.7;0.208333333333333;0.7
"canberra";0.1;0.25;0.25;0.75;0.25;0.75;0.3;0.7;0.2;0.8;0.25;0.75;0.25;0.75;0.25;0.75
"cosine";0.25;0.25;0.3;0.6;0.2;0.7;0.2;0.7;0.25;0.7;0.2;0.7;0.2;0.7;0.225;0.683333333333333
"entropy";0.25;0.25;0.2;0.7;0.2;0.7;0.25;0.7;0.2;0.7;0.25;0.7;0.25;0.7;0.225;0.7
"canberra";0.25;0.25;0.25;0.75;0.4;0.6;0.3;0.7;0.25;0.75;0.25;0.75;0.25;0.75;0.283333333333333;0.716666666666667
"cosine";0.5;0.25;0.2;0.65;0.25;0.7;0.2;0.65;0.25;0.65;0.15;0.75;0.2;0.65;0.208333333333333;0.675
"entropy";0.5;0.25;0.3;0.65;0.3;0.7;0.25;0.7;0.3;0.65;0.25;0.7;0.25;0.7;0.275;0.683333333333333
"canberra";0.5;0.25;0.3;0.7;0.3;0.7;0.25;0.75;0.4;0.6;0.15;0.85;0.2;0.8;0.266666666666667;0.733333333333333
"cosine";0.75;0.25;0.2;0.7;0.35;0.6;0.2;0.7;0.2;0.7;0.35;0.55;0.25;0.7;0.258333333333333;0.658333333333333
"entropy";0.75;0.25;0.25;0.75;0.3;0.7;0.25;0.75;0.3;0.7;0.3;0.7;0.3;0.7;0.283333333333333;0.716666666666667
"canberra";0.75;0.25;0.3;0.7;0.3;0.7;0.1;0.9;0.3;0.7;0.1;0.9;0.4;0.6;0.25;0.75
"cosine";0.9;0.25;0.25;0.7;0.25;0.7;0.1;0.7;0.3;0.65;0.25;0.7;0.25;0.7;0.233333333333333;0.691666666666667
"entropy";0.9;0.25;0.3;0.7;0.35;0.65;0.3;0.7;0.3;0.7;0.3;0.7;0.3;0.7;0.308333333333333;0.691666666666667
"canberra";0.9;0.25;0.25;0.75;0.3;0.7;0.45;0.55;0.05;0.95;0.1;0.9;0.3;0.7;0.241666666666667;0.758333333333333
"cosine";0.1;0.5;0.35;0.4;0.1;0.7;0.1;0.65;0.35;0.5;0.2;0.55;0.25;0.5;0.225;0.55
"entropy";0.1;0.5;0.25;0.7;0.4;0.55;0.2;0.75;0.45;0.5;0.4;0.55;0.3;0.5;0.333333333333333;0.591666666666667
"canberra";0.1;0.5;0.35;0.6;0.4;0.6;0.3;0.65;0.25;0.7;0.4;0.6;0.25;0.7;0.325;0.641666666666667
"cosine";0.25;0.5;0.2;0.65;0.3;0.55;0.2;0.6;0.15;0.55;0.25;0.55;0.3;0.5;0.233333333333333;0.566666666666667
"entropy";0.25;0.5;0.4;0.45;0.4;0.5;0.45;0.5;0.45;0.5;0.4;0.55;0.45;0.5;0.425;0.5
"canberra";0.25;0.5;0.45;0.55;0.35;0.65;0.4;0.6;0.45;0.55;0.45;0.55;0.4;0.6;0.416666666666667;0.583333333333333
"cosine";0.5;0.5;0.15;0.7;0.1;0.75;0.25;0.6;0.25;0.65;0.15;0.65;0.15;0.7;0.175;0.675
"entropy";0.5;0.5;0.45;0.5;0.45;0.5;0.4;0.55;0.4;0.55;0.4;0.5;0.45;0.5;0.425;0.516666666666667
"canberra";0.5;0.5;0.5;0.5;0.45;0.55;0.45;0.55;0.45;0.55;0;1;0;1;0.308333333333333;0.691666666666667
"cosine";0.75;0.5;0.25;0.7;0.3;0.65;0.25;0.65;0.35;0.6;0.3;0.65;0.2;0.7;0.275;0.658333333333333
"entropy";0.75;0.5;0.15;0.85;0.5;0.5;0.05;0.95;0;1;0.45;0.55;0.1;0.9;0.208333333333333;0.791666666666667
"canberra";0.75;0.5;0;1;0.4;0.6;0.4;0.6;0.45;0.55;0.1;0.9;0;1;0.225;0.775
"cosine";0.9;0.5;0.15;0.8;0.25;0.7;0.15;0.8;0.1;0.85;0.15;0.8;0.15;0.8;0.158333333333333;0.791666666666667
"entropy";0.9;0.5;0.5;0.5;0.05;0.95;0;1;0.1;0.9;0.05;0.95;0.1;0.9;0.133333333333333;0.866666666666667
"canberra";0.9;0.5;0.2;0.8;0.5;0.5;0.05;0.95;0.15;0.85;0.25;0.75;0.05;0.95;0.2;0.8
"cosine";0.1;0.75;0.25;0.4;0.3;0.4;0.35;0.4;0.25;0.45;0.25;0.45;0.25;0.4;0.275;0.416666666666667
"entropy";0.1;0.75;0.25;0.65;0.15;0.8;0.2;0.75;0.3;0.65;0.2;0.75;0.35;0.45;0.241666666666667;0.675
"canberra";0.1;0.75;0.25;0.75;0.45;0.55;0.45;0.55;0.4;0.6;0.3;0.7;0.2;0.75;0.341666666666667;0.65
"cosine";0.25;0.75;0.2;0.55;0.25;0.45;0.4;0.45;0.3;0.45;0.35;0.45;0.3;0.45;0.3;0.466666666666667
"entropy";0.25;0.75;0.3;0.6;0.2;0.7;0.3;0.65;0.3;0.65;0.4;0.45;0.3;0.65;0.3;0.616666666666667
"canberra";0.25;0.75;0.35;0.65;0.3;0.7;0.4;0.6;0.25;0.75;0.25;0.75;0.35;0.65;0.316666666666667;0.683333333333333
"cosine";0.5;0.75;0.3;0.5;0.35;0.5;0.35;0.5;0.2;0.7;0.1;0.75;0.2;0.55;0.25;0.583333333333333
"entropy";0.5;0.75;0.1;0.8;0.25;0.7;0.25;0.65;0.3;0.65;0.25;0.7;0.25;0.65;0.233333333333333;0.691666666666667
"canberra";0.5;0.75;0.25;0.75;0.15;0.85;0.3;0.7;0;1;0.2;0.8;0.25;0.75;0.191666666666667;0.808333333333333
"cosine";0.75;0.75;0.35;0.55;0.4;0.5;0.4;0.5;0.4;0.5;0.35;0.55;0.3;0.55;0.366666666666667;0.525
"entropy";0.75;0.75;0.05;0.95;0.05;0.95;0.1;0.9;0.3;0.7;0.05;0.95;0.05;0.95;0.1;0.9
"canberra";0.75;0.75;0.25;0.75;0.25;0.75;0.05;0.2;0.25;0.75;0;1;0.2;0.8;0.166666666666667;0.708333333333333
"cosine";0.9;0.75;0.2;0.75;0.3;0.65;0.2;0.75;0.15;0.8;0.15;0.8;0.2;0.75;0.2;0.75
"entropy";0.9;0.75;0;1;0;1;0.25;0.75;0.05;0.95;0;1;0.3;0.7;0.1;0.9
"canberra";0.9;0.75;0.25;0.75;0.25;0.75;0.2;0.8;0.3;0.7;0.3;0.7;0.2;0.8;0.25;0.75
"cosine";0.1;0.9;0.25;0.45;0.25;0.45;0.2;0.5;0.3;0.4;0.3;0.4;0.25;0.4;0.258333333333333;0.433333333333333
"entropy";0.1;0.9;0.35;0.55;0.15;0.85;0.35;0.6;0.4;0.55;0.25;0.6;0.3;0.65;0.3;0.633333333333333
"canberra";0.1;0.9;0.25;0.75;0.4;0.6;0.3;0.7;0.3;0.7;0.35;0.65;0.5;0.5;0.35;0.65
"cosine";0.25;0.9;0.3;0.4;0.3;0.4;0.35;0.4;0.2;0.45;0.3;0.45;0.4;0.45;0.308333333333333;0.425
"entropy";0.25;0.9;0.3;0.6;0.15;0.75;0.2;0.7;0.25;0.65;0.25;0.7;0.25;0.75;0.233333333333333;0.691666666666667
"canberra";0.25;0.9;0.05;0.95;0.3;0.7;0.05;0.95;0.1;0.9;0.2;0.8;0.1;0.9;0.133333333333333;0.866666666666667
"cosine";0.5;0.9;0.25;0.45;0.25;0.55;0.4;0.4;0.25;0.45;0.3;0.45;0.3;0.5;0.291666666666667;0.466666666666667
"entropy";0.5;0.9;0.1;0.8;0.25;0.7;0.15;0.8;0.15;0.8;0.2;0.75;0.2;0.7;0.175;0.758333333333333
"canberra";0.5;0.9;0.25;0.75;0;0;0;0;0;0;0;0;0;0;0;0
"cosine";0.75;0.9;0.2;0.7;0;0;0;0;0;0;0;0;0;0;0.2;0.7
"entropy";0.75;0.9;0.1;0.9;0;0;0;0;0;0;0;0;0;0;0.1;0.9
"canberra";0.75;0.9;0.15;0.85;0;0;0;0;0;0;0;0;0;0;0.15;0.85
"cosine";0.9;0.9;0.25;0.7;0;0;0;0;0;0;0;0;0;0;0.25;0.7
"entropy";0.9;0.9;0.1;0.9;0;0;0;0;0;0;0;0;0;0;0.1;0.9
"canberra";0.9;0.9;0.1;0.9;0;0;0;0;0;0;0;0;0;0;0.1;0.9
