"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Romans16_25-27";0.26;0.02;0;0.08;0.92
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"entropy";0.75;0.5;0.408333333333333;0.541666666666667
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0.04;0.16;0;0;1
"Colossians";0.06;NA;0;0;0.96
"2Thessalonians";0.02;0.16;0;0;1
"1Timothy";0;NA;0;0.26;0.78
"2Timothy";0;0.28;0;0;0.9
"Titus";0;NA;0;0.04;0.82
"Hebrews";0;0.3;0.02;0;0.92
"Mark16_9-20";0;0.34;0.98;0.18;0
"John7_53-8_11";0.1;0.72;0.24;0.28;0.18
"Romans16_25-27";0.16;0;0;0.04;0.98
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"entropy";0.1;0.75;0.166666666666667;0.358333333333333
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0.38;0.04;0;0.02;0.84
"Colossians";0.4;0.14;0.1;0.14;0.56
"2Thessalonians";0.14;NA;0.12;0.04;0.7
"1Timothy";0.36;0.16;0.08;0.16;0.56
"2Timothy";0.16;0.1;0.08;0.02;0.56
"Titus";0.36;0.1;0.12;0;0.56
"Hebrews";0.08;NA;0.1;0.16;0.5
"Mark16_9-20";NA;NA;0.42;NA;0.46
"John7_53-8_11";NA;NA;0.04;0.08;0.4
"Romans16_25-27";0.48;0.04;0.02;0;0.72
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"entropy";0.25;0.75;0.266666666666667;0.4
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0.24;0.08;0.04;0;0.78
"Colossians";NA;0.18;0.06;0.1;0.76
"2Thessalonians";0.06;0.16;0.02;0.06;0.88
"1Timothy";0.12;0.2;0.02;0.18;0.5
"2Timothy";0.08;0.24;0.08;0.02;0.7
"Titus";0.24;0.16;0.04;0.06;0.68
"Hebrews";0.1;NA;0.12;0.08;0.7
"Mark16_9-20";0.04;0.22;0.66;0.12;0.1
"John7_53-8_11";0.12;NA;0.12;0.1;0.52
"Romans16_25-27";NA;0.02;0.02;0.08;0.68
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"entropy";0.5;0.75;0.358333333333333;0.466666666666667
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0.04;0.18;0;0;0.88
"Colossians";0.02;0.22;0;0;0.8
"2Thessalonians";0;0.16;0;0;0.88
"1Timothy";0.04;NA;0;0.18;0.68
"2Timothy";0;0.26;0;0;0.78
"Titus";0.06;0.3;0;0.04;0.82
"Hebrews";0;0.18;0;0.06;0.82
"Mark16_9-20";0;NA;0.78;0.18;0.02
"John7_53-8_11";0.16;NA;0.12;0.14;0.22
"Romans16_25-27";0.18;0;0;0.02;0.9
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"entropy";0.75;0.75;0.391666666666667;0.558333333333333
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0;0.04;0;0;0.96
"Colossians";0;0.18;0;0;0.96
"2Thessalonians";0;0.04;0;0;1
"1Timothy";0;0.7;0;0.24;NA
"2Timothy";0;0.28;0;0;0.88
"Titus";0;0.26;0;0.02;0.84
"Hebrews";0;0.12;0;0;0.9
"Mark16_9-20";0;0.12;0.92;0.06;0
"John7_53-8_11";0.06;0.72;0.1;0.08;0.22
"Romans16_25-27";0.04;0;0;0;0.96
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"cosine";0.1;0.9;0.158333333333333;0.341666666666667
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";NA;0.14;0.08;0;0.5
"Colossians";0.36;NA;0.08;0.12;0.38
"2Thessalonians";NA;0.08;NA;0.08;0.48
"1Timothy";NA;0.14;0.06;0.1;0.44
"2Timothy";NA;NA;0.06;0.14;0.58
"Titus";NA;0.08;0.08;0.14;0.4
"Hebrews";NA;NA;0.12;0.02;0.6
"Mark16_9-20";NA;0.08;NA;NA;0.38
"John7_53-8_11";NA;0.12;0.1;0.06;0.44
"Romans16_25-27";0.42;0.04;0.04;0.08;0.46
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"c";"1";"cosine";0.25;0.9;0.233333333333333;0.366666666666667
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0.22;0.18;0.04;0.02;0.62
"Colossians";0.08;NA;0.08;0.1;0.56
"2Thessalonians";0.14;0.06;0;0;0.82
"1Timothy";0.14;0.18;0.18;0.06;0.54
"2Timothy";0.12;0.08;0.08;0.08;0.52
"Titus";0.16;0.22;0.16;0.1;0.38
"Hebrews";0.04;0.16;0.04;0.02;0.54
"Mark16_9-20";0.04;0.2;0.44;0.06;0.38
"John7_53-8_11";0.4;0.22;0.08;0.08;0.42
"Romans16_25-27";0.2;0.08;0;0.14;0.58
" "
" "
"base";"level";"n";"dist";"feat";"imp";"p1_avg";"p2_avg"
"Greek";"w";"2";"entropy";0.5;0.5;0;0
"";"John";"Luke";"Mark";"Matthew";"Paul"
"Ephesians";0.3;NA;0.02;NA;0.88
"Colossians";0.34;NA;NA;NA;0.92
"2Thessalonians";0.34;NA;NA;NA;1
"1Timothy";0.66;NA;NA;NA;0.72
"2Timothy";0.66;0.02;0.02;NA;0.68
"Titus";0.86;NA;0.02;NA;0.54
"Hebrews";0.28;0.5;0.04;0.02;0.84
"Mark16_9-20";0.88;0.02;0.02;0.02;0.32
"John7_53-8_11";0.78;0.04;0.44;0.14;0.16
"Romans16_25-27";0.86;NA;0.02;NA;0.36
" "
" "
